CellID, Experimenter, Species, Channel, CellType, Path, Status
770_1, OH, Mouse, ch2, DAP56, \002_141201B01_OH\002_141201B1MMP57SNcDA_OH, 1
771_1, OH, Mouse, ch2, DAP56, \002_141202A01_OH\002_141202A1MMP57SNcDA_OH, 1
772_1, OH, Mouse, ch2, DAP56, \002_141202B01_OH\002_141202B1MMP57SNcDA_OH, 1
773_1, OH, Mouse, ch2, DAP56, \002_141202B02_OH\002_141202B2MMP57SNcDA_OH, 1
774_1, OH, Mouse, ch2, DAP56, \002_141203A01_OH\002_141203A1MMP58SNcDA_OH, 1
775_1, OH, Mouse, ch2, DAP56, \002_141203B01_OH\002_141203B1MMP58SNcDA_OH, 1
776_1, OH, Mouse, ch2, DAP56, \002_141203B02_OH\002_141203B2MMP58SNcDA_OH, 1
777_1, OH, Mouse, ch2, DAP56, \002_150210A01_OH\002_150210A1MMP57SNcDA_OH, 1
778_1, OH, Mouse, ch2, DAP56, \002_150210A02_OH\002_150210A2MMP57SNcDA_OH, 1
779_1, OH, Mouse, ch2, DAP56, \002_150210A03_OH\002_150210A3MMP57SNcDA_OH, 1
780_1, OH, Mouse, ch2, DAP56, \002_150210B01_OH\002_150210B1MMP57SNcDA_OH, 1
781_1, OH, Mouse, ch2, DAP56, \002_150223A01_OH\002_150223A1MMP58SNcDA_OH, 1
782_1, OH, Mouse, ch2, DAP56, \002_150223A02_OH\002_150223A2MMP58SNcDA_OH, 1
783_1, OH, Mouse, ch2, DAP56, \002_150223A03_OH\002_150223A3MMP58SNcDA_OH, 1
784_1, OH, Mouse, ch2, DAP56, \002_150223A04_OH\002_150223A4MMP58SNcDA_OH, 1
785_1, OH, Mouse, ch2, DAP56, \002_150303A01_OH\002_150303A1MMP54SNcDA_OH, 1
786_1, OH, Mouse, ch2, DAP56, \002_150303B01_OH\002_150303B1MMP54SNcDA_OH, 1
787_1, OH, Mouse, ch2, DAP56, \002_150303B02_OH\002_150303B2MMP54SNcDA_OH, 1
